Age,Age_Group,Gender,Avg_Daily_Screen_Time_hr,awareness,Primary_Device,Device_Category,Screen_Size,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Health_Impact_Category,Urban_or_Rural
13,Teenagers,Female,5.95,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
13,Teenagers,Female,5.53,Need Attention,Laptop,Portable,<30,True,0.39,No health impacts,No Impact,Urban
17,Late teens,Male,5.64,Need Attention,TV,Wallmounted,>30,True,0.47,Eye Strain,Physical,Urban
14,Teenagers,Male,2.57,No harm,TV,Wallmounted,>30,False,0.33,No health impacts,No Impact,Urban
10,Pre-teens,Male,5.7,Need Attention,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Male,4.61,Need Attention,Laptop,Portable,<30,True,0.45,No health impacts,No Impact,Rural
10,Pre-teens,Male,4.03,Need Attention,Smartphone,Portable,<30,True,0.59,"Eye Strain, Obesity Risk",Physical,Rural
14,Teenagers,Male,4.9,Need Attention,Smartphone,Portable,<30,True,0.47,Poor Sleep,Mental,Urban
14,Teenagers,Female,5.84,Need Attention,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
15,Teenagers,Female,4.35,Need Attention,Laptop,Portable,<30,True,0.32,Poor Sleep,Mental,Urban
9,Pre-teens,Female,7.32,Moderate Concern,Smartphone,Portable,<30,True,0.54,Poor Sleep,Mental,Urban
16,Teenagers,Male,4.93,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
12,Pre-teens,Female,3.23,Need Attention,Smartphone,Portable,<30,True,0.42,Eye Strain,Physical,Urban
16,Teenagers,Female,8.67,Moderate Concern,TV,Wallmounted,>30,True,0.33,Poor Sleep,Mental,Rural
17,Late teens,Female,3.51,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
12,Pre-teens,Female,5.8,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
14,Teenagers,Female,5.66,Need Attention,Smartphone,Portable,<30,True,0.38,No health impacts,No Impact,Urban
18,Late teens,Female,5.04,Need Attention,Laptop,Portable,<30,True,0.47,"Eye Strain, Anxiety",Both Physical and Mental,Urban
16,Teenagers,Female,4.1,Need Attention,Smartphone,Portable,<30,True,0.38,No health impacts,No Impact,Rural
11,Pre-teens,Female,4.2,Need Attention,Smartphone,Portable,<30,True,0.39,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
9,Pre-teens,Female,0.69,No harm,Smartphone,Portable,<30,False,0.43,No health impacts,No Impact,Urban
16,Teenagers,Female,5.13,Need Attention,Smartphone,Portable,<30,True,0.33,"Poor Sleep, Anxiety",Mental,Urban
9,Pre-teens,Male,0.0,No harm,Smartphone,Portable,<30,False,0.41,No health impacts,No Impact,Urban
10,Pre-teens,Female,1.6,No harm,Smartphone,Portable,<30,False,0.49,No health impacts,No Impact,Urban
17,Late teens,Male,5.1,Need Attention,Tablet,Portable,<30,True,0.34,Anxiety,Mental,Urban
9,Pre-teens,Male,5.36,Need Attention,Smartphone,Portable,<30,True,0.5,No health impacts,No Impact,Urban
10,Pre-teens,Male,5.4,Need Attention,Smartphone,Portable,<30,True,0.55,"Anxiety, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Male,5.46,Need Attention,Smartphone,Portable,<30,True,0.43,Obesity Risk,Physical,Urban
10,Pre-teens,Male,0.0,No harm,Smartphone,Portable,<30,False,0.53,No health impacts,No Impact,Urban
17,Late teens,Male,3.67,Need Attention,Laptop,Portable,<30,True,0.46,No health impacts,No Impact,Rural
15,Teenagers,Female,4.04,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Urban
18,Late teens,Female,6.1,Moderate Concern,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Rural
13,Teenagers,Male,4.5,Need Attention,Laptop,Portable,<30,True,0.41,Poor Sleep,Mental,Rural
14,Teenagers,Female,4.06,Need Attention,Smartphone,Portable,<30,True,0.31,"Eye Strain, Obesity Risk",Physical,Urban
8,Pre-teens,Male,7.18,Moderate Concern,TV,Wallmounted,>30,True,0.48,Poor Sleep,Mental,Urban
10,Pre-teens,Male,7.39,Moderate Concern,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Urban
10,Pre-teens,Male,3.11,Need Attention,Tablet,Portable,<30,True,0.5,Poor Sleep,Mental,Rural
9,Pre-teens,Female,4.05,Need Attention,Smartphone,Portable,<30,True,0.55,"Eye Strain, Anxiety",Both Physical and Mental,Urban
14,Teenagers,Male,6.53,Moderate Concern,Laptop,Portable,<30,True,0.34,Poor Sleep,Mental,Urban
16,Teenagers,Female,2.13,No harm,Smartphone,Portable,<30,False,0.33,No health impacts,No Impact,Urban
11,Pre-teens,Male,2.89,No harm,Laptop,Portable,<30,False,0.35,No health impacts,No Impact,Rural
12,Pre-teens,Male,3.44,Need Attention,Tablet,Portable,<30,True,0.31,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
10,Pre-teens,Male,4.4,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Anxiety",Mental,Urban
18,Late teens,Male,5.87,Need Attention,Smartphone,Portable,<30,True,0.39,"Eye Strain, Obesity Risk",Physical,Urban
16,Teenagers,Male,1.78,No harm,Smartphone,Portable,<30,False,0.3,No health impacts,No Impact,Urban
11,Pre-teens,Male,3.96,Need Attention,TV,Wallmounted,>30,True,0.39,Eye Strain,Physical,Urban
12,Pre-teens,Male,4.76,Need Attention,Smartphone,Portable,<30,True,0.5,No health impacts,No Impact,Urban
8,Pre-teens,Female,2.01,No harm,Smartphone,Portable,<30,True,0.6,No health impacts,No Impact,Urban
18,Late teens,Male,3.64,Need Attention,Laptop,Portable,<30,True,0.4,"Poor Sleep, Anxiety",Mental,Rural
9,Pre-teens,Male,3.13,Need Attention,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
16,Teenagers,Male,5.24,Need Attention,Tablet,Portable,<30,True,0.44,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
9,Pre-teens,Male,0.03,No harm,TV,Wallmounted,>30,False,0.47,No health impacts,No Impact,Rural
12,Pre-teens,Female,2.81,No harm,Smartphone,Portable,<30,False,0.32,No health impacts,No Impact,Urban
15,Teenagers,Female,4.59,Need Attention,TV,Wallmounted,>30,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
10,Pre-teens,Male,3.91,Need Attention,TV,Wallmounted,>30,True,0.49,Poor Sleep,Mental,Urban
13,Teenagers,Female,4.53,Need Attention,Laptop,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
11,Pre-teens,Female,5.27,Need Attention,Tablet,Portable,<30,True,0.32,"Poor Sleep, Anxiety",Mental,Urban
18,Late teens,Male,4.81,Need Attention,TV,Wallmounted,>30,True,0.35,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
14,Teenagers,Male,5.85,Need Attention,Laptop,Portable,<30,True,0.39,No health impacts,No Impact,Rural
17,Late teens,Female,4.55,Need Attention,TV,Wallmounted,>30,True,0.32,Poor Sleep,Mental,Rural
10,Pre-teens,Male,2.35,No harm,Smartphone,Portable,<30,True,0.49,No health impacts,No Impact,Rural
13,Teenagers,Male,4.13,Need Attention,Smartphone,Portable,<30,True,0.43,Eye Strain,Physical,Rural
17,Late teens,Male,4.07,Need Attention,Smartphone,Portable,<30,True,0.3,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Male,4.61,Need Attention,Tablet,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
18,Late teens,Female,3.22,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Rural
17,Late teens,Female,4.55,Need Attention,TV,Wallmounted,>30,True,0.32,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
8,Pre-teens,Male,4.2,Need Attention,Smartphone,Portable,<30,True,0.54,No health impacts,No Impact,Urban
10,Pre-teens,Female,5.25,Need Attention,Tablet,Portable,<30,True,0.54,Poor Sleep,Mental,Urban
9,Pre-teens,Male,5.38,Need Attention,TV,Wallmounted,>30,True,0.57,No health impacts,No Impact,Urban
15,Teenagers,Male,5.78,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
14,Teenagers,Female,4.44,Need Attention,TV,Wallmounted,>30,True,0.33,"Poor Sleep, Anxiety",Mental,Rural
9,Pre-teens,Male,2.88,No harm,TV,Wallmounted,>30,True,0.46,No health impacts,No Impact,Urban
13,Teenagers,Male,3.29,Need Attention,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Anxiety",Mental,Rural
10,Pre-teens,Male,0.72,No harm,TV,Wallmounted,>30,False,0.56,No health impacts,No Impact,Urban
15,Teenagers,Female,3.51,Need Attention,Smartphone,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
17,Late teens,Female,4.76,Need Attention,TV,Wallmounted,>30,True,0.37,No health impacts,No Impact,Urban
10,Pre-teens,Male,4.12,Need Attention,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Rural
17,Late teens,Female,4.08,Need Attention,TV,Wallmounted,>30,True,0.4,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Female,5.84,Need Attention,Laptop,Portable,<30,True,0.35,"Poor Sleep, Anxiety",Mental,Rural
8,Pre-teens,Male,3.0,Need Attention,Smartphone,Portable,<30,True,0.59,No health impacts,No Impact,Urban
12,Pre-teens,Male,2.24,No harm,Tablet,Portable,<30,False,0.49,No health impacts,No Impact,Rural
10,Pre-teens,Male,3.4,Need Attention,Smartphone,Portable,<30,True,0.55,No health impacts,No Impact,Urban
13,Teenagers,Male,6.18,Moderate Concern,TV,Wallmounted,>30,True,0.32,"Poor Sleep, Anxiety",Mental,Urban
17,Late teens,Female,5.23,Need Attention,Smartphone,Portable,<30,True,0.49,Poor Sleep,Mental,Urban
9,Pre-teens,Female,3.78,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Female,3.86,Need Attention,Laptop,Portable,<30,True,0.42,No health impacts,No Impact,Rural
13,Teenagers,Male,5.3,Need Attention,Laptop,Portable,<30,True,0.49,Eye Strain,Physical,Urban
14,Teenagers,Female,2.05,No harm,Tablet,Portable,<30,False,0.48,No health impacts,No Impact,Rural
12,Pre-teens,Male,6.15,Moderate Concern,TV,Wallmounted,>30,True,0.48,Poor Sleep,Mental,Rural
16,Teenagers,Male,3.88,Need Attention,Tablet,Portable,<30,True,0.38,No health impacts,No Impact,Rural
8,Pre-teens,Male,4.89,Need Attention,Smartphone,Portable,<30,True,0.47,"Poor Sleep, Anxiety",Mental,Urban
12,Pre-teens,Male,4.06,Need Attention,Smartphone,Portable,<30,True,0.49,Poor Sleep,Mental,Urban
18,Late teens,Female,5.05,Need Attention,Smartphone,Portable,<30,True,0.36,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
17,Late teens,Male,4.29,Need Attention,Laptop,Portable,<30,True,0.39,No health impacts,No Impact,Urban
18,Late teens,Female,5.23,Need Attention,Smartphone,Portable,<30,True,0.39,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Female,4.58,Need Attention,Laptop,Portable,<30,True,0.42,Poor Sleep,Mental,Rural
14,Teenagers,Female,5.11,Need Attention,TV,Wallmounted,>30,True,0.42,Poor Sleep,Mental,Urban
11,Pre-teens,Female,6.47,Moderate Concern,Smartphone,Portable,<30,True,0.34,Poor Sleep,Mental,Rural
8,Pre-teens,Female,4.43,Need Attention,TV,Wallmounted,>30,True,0.59,Poor Sleep,Mental,Urban
18,Late teens,Male,5.82,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
15,Teenagers,Female,4.75,Need Attention,Tablet,Portable,<30,True,0.41,"Poor Sleep, Anxiety",Mental,Urban
17,Late teens,Female,4.68,Need Attention,Smartphone,Portable,<30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
11,Pre-teens,Female,1.9,No harm,Laptop,Portable,<30,False,0.47,No health impacts,No Impact,Urban
10,Pre-teens,Male,1.04,No harm,TV,Wallmounted,>30,False,0.42,No health impacts,No Impact,Rural
14,Teenagers,Female,5.81,Need Attention,Smartphone,Portable,<30,True,0.41,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Female,5.36,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
15,Teenagers,Female,4.92,Need Attention,Smartphone,Portable,<30,True,0.46,No health impacts,No Impact,Rural
13,Teenagers,Male,3.62,Need Attention,Smartphone,Portable,<30,True,0.44,No health impacts,No Impact,Rural
14,Teenagers,Male,6.78,Moderate Concern,Laptop,Portable,<30,True,0.34,Poor Sleep,Mental,Urban
12,Pre-teens,Male,4.1,Need Attention,Smartphone,Portable,<30,True,0.36,"Anxiety, Obesity Risk",Both Physical and Mental,Urban
16,Teenagers,Male,4.66,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
12,Pre-teens,Female,5.02,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Anxiety",Mental,Rural
18,Late teens,Male,0.47,No harm,TV,Wallmounted,>30,False,0.34,No health impacts,No Impact,Urban
12,Pre-teens,Male,4.64,Need Attention,Smartphone,Portable,<30,True,0.45,Poor Sleep,Mental,Urban
10,Pre-teens,Female,0.68,No harm,Smartphone,Portable,<30,False,0.45,No health impacts,No Impact,Rural
18,Late teens,Male,5.16,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Male,1.82,No harm,TV,Wallmounted,>30,False,0.53,No health impacts,No Impact,Rural
9,Pre-teens,Female,4.6,Need Attention,Tablet,Portable,<30,True,0.51,Poor Sleep,Mental,Rural
15,Teenagers,Male,5.46,Need Attention,TV,Wallmounted,>30,True,0.34,No health impacts,No Impact,Urban
8,Pre-teens,Female,1.73,No harm,Smartphone,Portable,<30,False,0.41,No health impacts,No Impact,Urban
14,Teenagers,Male,6.17,Moderate Concern,Smartphone,Portable,<30,True,0.37,Eye Strain,Physical,Urban
12,Pre-teens,Female,3.23,Need Attention,Laptop,Portable,<30,True,0.33,No health impacts,No Impact,Rural
10,Pre-teens,Female,5.27,Need Attention,TV,Wallmounted,>30,True,0.57,Anxiety,Mental,Urban
18,Late teens,Male,4.81,Need Attention,TV,Wallmounted,>30,True,0.5,No health impacts,No Impact,Urban
14,Teenagers,Male,3.79,Need Attention,TV,Wallmounted,>30,True,0.47,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Female,3.01,Need Attention,Smartphone,Portable,<30,True,0.45,No health impacts,No Impact,Urban
9,Pre-teens,Female,3.76,Need Attention,Tablet,Portable,<30,True,0.47,Eye Strain,Physical,Urban
15,Teenagers,Male,4.1,Need Attention,TV,Wallmounted,>30,True,0.36,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Both Physical and Mental,Urban
16,Teenagers,Female,2.79,No harm,Laptop,Portable,<30,False,0.34,No health impacts,No Impact,Rural
18,Late teens,Male,4.96,Need Attention,Smartphone,Portable,<30,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Rural
10,Pre-teens,Male,7.28,Moderate Concern,Smartphone,Portable,<30,True,0.59,Poor Sleep,Mental,Urban
9,Pre-teens,Male,2.76,No harm,TV,Wallmounted,>30,True,0.45,No health impacts,No Impact,Urban
14,Teenagers,Male,5.59,Need Attention,Smartphone,Portable,<30,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Rural
12,Pre-teens,Male,5.42,Need Attention,TV,Wallmounted,>30,True,0.43,No health impacts,No Impact,Rural
12,Pre-teens,Female,4.92,Need Attention,Smartphone,Portable,<30,True,0.39,Poor Sleep,Mental,Urban
17,Late teens,Male,6.08,Moderate Concern,TV,Wallmounted,>30,True,0.38,No health impacts,No Impact,Rural
12,Pre-teens,Female,5.24,Need Attention,Smartphone,Portable,<30,True,0.36,No health impacts,No Impact,Urban
11,Pre-teens,Female,5.54,Need Attention,Smartphone,Portable,<30,True,0.38,Poor Sleep,Mental,Urban
12,Pre-teens,Female,5.5,Need Attention,Smartphone,Portable,<30,True,0.35,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.28,Need Attention,TV,Wallmounted,>30,True,0.42,No health impacts,No Impact,Urban
13,Teenagers,Male,3.84,Need Attention,TV,Wallmounted,>30,True,0.34,Poor Sleep,Mental,Urban
11,Pre-teens,Female,6.86,Moderate Concern,Tablet,Portable,<30,True,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Female,6.86,Moderate Concern,TV,Wallmounted,>30,True,0.44,Poor Sleep,Mental,Urban
16,Teenagers,Male,6.41,Moderate Concern,Smartphone,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
9,Pre-teens,Male,0.0,No harm,Tablet,Portable,<30,False,0.45,No health impacts,No Impact,Urban
16,Teenagers,Male,3.91,Need Attention,Laptop,Portable,<30,True,0.42,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
17,Late teens,Male,5.05,Need Attention,Laptop,Portable,<30,True,0.37,"Eye Strain, Obesity Risk",Physical,Urban
13,Teenagers,Male,5.65,Need Attention,TV,Wallmounted,>30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
16,Teenagers,Female,4.74,Need Attention,TV,Wallmounted,>30,True,0.34,Eye Strain,Physical,Urban
16,Teenagers,Female,2.63,No harm,Smartphone,Portable,<30,False,0.32,No health impacts,No Impact,Urban
10,Pre-teens,Male,6.25,Moderate Concern,Smartphone,Portable,<30,True,0.6,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
8,Pre-teens,Male,3.35,Need Attention,Smartphone,Portable,<30,True,0.52,Eye Strain,Physical,Rural
8,Pre-teens,Female,8.25,Moderate Concern,Smartphone,Portable,<30,True,0.58,Poor Sleep,Mental,Urban
10,Pre-teens,Female,1.51,No harm,Tablet,Portable,<30,False,0.4,No health impacts,No Impact,Urban
12,Pre-teens,Female,5.02,Need Attention,TV,Wallmounted,>30,True,0.4,No health impacts,No Impact,Rural
10,Pre-teens,Female,2.16,No harm,TV,Wallmounted,>30,True,0.5,No health impacts,No Impact,Urban
16,Teenagers,Female,5.64,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
16,Teenagers,Female,4.24,Need Attention,Smartphone,Portable,<30,True,0.41,Anxiety,Mental,Urban
10,Pre-teens,Male,0.05,No harm,Tablet,Portable,<30,False,0.55,No health impacts,No Impact,Rural
10,Pre-teens,Male,0.0,No harm,Tablet,Portable,<30,False,0.54,No health impacts,No Impact,Urban
12,Pre-teens,Female,3.76,Need Attention,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
9,Pre-teens,Male,3.45,Need Attention,TV,Wallmounted,>30,True,0.41,Anxiety,Mental,Urban
13,Teenagers,Male,5.23,Need Attention,TV,Wallmounted,>30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
14,Teenagers,Male,4.89,Need Attention,TV,Wallmounted,>30,True,0.32,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
16,Teenagers,Female,5.48,Need Attention,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Urban
13,Teenagers,Female,3.3,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
10,Pre-teens,Male,3.9,Need Attention,TV,Wallmounted,>30,True,0.48,Eye Strain,Physical,Urban
12,Pre-teens,Female,5.57,Need Attention,TV,Wallmounted,>30,True,0.33,Obesity Risk,Physical,Urban
11,Pre-teens,Male,7.16,Moderate Concern,Smartphone,Portable,<30,True,0.44,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
12,Pre-teens,Female,4.31,Need Attention,Laptop,Portable,<30,True,0.47,Anxiety,Mental,Rural
15,Teenagers,Male,3.1,Need Attention,TV,Wallmounted,>30,True,0.42,Anxiety,Mental,Urban
15,Teenagers,Female,5.01,Need Attention,Smartphone,Portable,<30,True,0.36,Anxiety,Mental,Rural
13,Teenagers,Female,3.58,Need Attention,Laptop,Portable,<30,True,0.35,Anxiety,Mental,Rural
8,Pre-teens,Female,0.98,No harm,Tablet,Portable,<30,False,0.49,No health impacts,No Impact,Urban
15,Teenagers,Female,4.3,Need Attention,Laptop,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
15,Teenagers,Female,3.83,Need Attention,TV,Wallmounted,>30,True,0.33,Eye Strain,Physical,Urban
9,Pre-teens,Male,0.72,No harm,Smartphone,Portable,<30,False,0.59,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.19,Need Attention,TV,Wallmounted,>30,True,0.4,No health impacts,No Impact,Rural
9,Pre-teens,Male,3.36,Need Attention,TV,Wallmounted,>30,True,0.42,"Anxiety, Obesity Risk",Both Physical and Mental,Urban
11,Pre-teens,Male,3.35,Need Attention,Smartphone,Portable,<30,True,0.35,No health impacts,No Impact,Rural
17,Late teens,Male,2.3,No harm,TV,Wallmounted,>30,False,0.35,No health impacts,No Impact,Urban
14,Teenagers,Male,4.74,Need Attention,Laptop,Portable,<30,True,0.38,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Male,5.06,Need Attention,Smartphone,Portable,<30,True,0.33,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
15,Teenagers,Female,4.29,Need Attention,Laptop,Portable,<30,True,0.39,Poor Sleep,Mental,Rural
16,Teenagers,Male,4.56,Need Attention,TV,Wallmounted,>30,True,0.34,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
15,Teenagers,Male,4.43,Need Attention,Smartphone,Portable,<30,True,0.37,No health impacts,No Impact,Rural
9,Pre-teens,Female,6.01,Moderate Concern,Tablet,Portable,<30,True,0.42,No health impacts,No Impact,Urban
14,Teenagers,Male,4.9,Need Attention,Smartphone,Portable,<30,True,0.41,"Poor Sleep, Anxiety",Mental,Urban
9,Pre-teens,Male,6.24,Moderate Concern,TV,Wallmounted,>30,True,0.57,Poor Sleep,Mental,Urban
18,Late teens,Female,4.09,Need Attention,Smartphone,Portable,<30,True,0.31,Poor Sleep,Mental,Urban
9,Pre-teens,Male,2.88,No harm,TV,Wallmounted,>30,True,0.48,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.57,Need Attention,TV,Wallmounted,>30,True,0.35,Poor Sleep,Mental,Urban
8,Pre-teens,Female,0.0,No harm,Smartphone,Portable,<30,False,0.47,No health impacts,No Impact,Urban
12,Pre-teens,Male,4.08,Need Attention,Laptop,Portable,<30,True,0.46,"Poor Sleep, Anxiety",Mental,Urban
